NlmUniqueID	MeshHeading	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid
101708159	Immune System Phenomena	yes	1.0	yes		
8805635	Allergy and Immunology	yes	12.0	yes	yes	yes
8706300	Allergy and Immunology	yes	12.0	yes	yes	yes
8706300	Cell Biology	yes	12.0	yes	yes	yes
0353016	Allergy and Immunology					
8504629	Allergy and Immunology	yes	12.0	yes	yes	yes
7910006	Allergy and Immunology	yes	12.0	yes	yes	yes
101736847	Immune System Diseases	yes	0.0	yes		
101736847	Immune System Phenomena	yes	0.0	yes		
8611087	Allergy and Immunology	yes	12.0	yes	yes	yes
7702118	Allergy and Immunology	yes	12.0	yes	yes	yes
7702118	Transplantation	yes	12.0	yes	yes	yes
0404721	Allergy and Immunology					
8807494	Immune System					
8807494	Immunity					
8008346	Allergy and Immunology					
0374672	Allergy and Immunology	yes	12.0	yes	yes	yes
9306032	Immunologic Techniques					
8800150	Allergy and Immunology	yes	12.0	yes	yes	yes
8800150	Immune System	yes	12.0	yes	yes	yes
8800150	Pharmacology	yes	12.0	yes	yes	yes
7902474	Allergy and Immunology					
7902474	Pharmacology					
9511979	Biotechnology					
9511979	Cells					
9511979	Genetic Engineering					
9511979	Immune System					
9511979	Molecular Biology					
9511979	Proteins					
9511979	Recombinant Proteins					
101485158	Immunotherapy	yes	0.0	yes	yes	yes
17530130R	Science					
9206481	Dental Implants					
9109589	Dental Implantation					
9109589	Dental Implants					
7806013	Dental Implantation					
7806013	Tooth Replantation					
101258411	Delivery of Health Care	yes	0.0	yes		
101258411	Health Services Research	yes	0.0	yes		
101258411	Quality of Health Care	yes	0.0	yes		
8505229	Medical Oncology					
17530180R	Medicine					
0163356	Societies, Nursing					
0414123	Accident Prevention					
0414123	General Surgery					
0414123	Occupational Medicine					
8106445	Veterinary Medicine					
9815902	Computational Biology	yes	0.0	yes	yes	yes
9808800	Cells					
9808800	Drug-Related Side Effects and Adverse Reactions					
9808800	Toxicology					
0063733	Culture Techniques					
8506951	Cell Biology					
8506951	Cell Physiological Phenomena					
8506951	Culture Techniques					
8506951	Developmental Biology					
9418515	Cell Biology	yes	0.0	yes		
9418515	Cell Physiological Phenomena	yes	0.0	yes		
9418515	Culture Techniques	yes	0.0	yes		
9418515	Developmental Biology	yes	0.0	yes		
7607749	Culture Techniques					
8806809	Animals, Laboratory	yes	0.0	yes		
8806809	Research	yes	0.0	yes		
2985065R	Environmental Health					
2985065R	Occupational Medicine					
17540520R	Occupational Medicine					
7902844	Occupational Health Services					
7902844	Occupational Medicine					
7902844	United States					
17540640R	Occupational Medicine					
7501544	General Surgery					
7501544	History of Medicine					
7501544	Medicine					
7501544	Public Health					
0414125	General Surgery					
0414125	Occupational Medicine					
17540660R	Occupational Health Nursing					
17530310R	Dentistry					
0374675	Cardiology	yes	0.0	yes		
7703235	Cardiology					
0221656	Animals, Domestic					
0221656	Veterinary Medicine					
1306642	Biochemistry					
0310774	Biochemistry					
0310774	Biophysics					
0112040	Neoplasms	yes	0.0	yes		
7613423	Chemistry					
7612045	Cardiovascular Diseases					
7612045	Respiratory Tract Diseases					
7612045	Thoracic Diseases					
7612044	Cardiovascular Diseases					
7612044	Respiratory Tract Diseases					
7612044	Thoracic Diseases					
17530370R	Pediatrics					
9202990	Dentistry	yes	0.0	yes		
0370750	Dermatology					
7701852	Dermatology	yes	0.0	yes		
7701852	Leprosy	yes	0.0	yes		
7701852	Sexually Transmitted Diseases	yes	0.0	yes		
0335007	Environmental Health					
0233411	Biology					
8409436	Gastroenterology	yes	12.0	yes	yes	yes
8409173	Leprosy					
17540010R	Malaria					
101214913	Ethics, Medical					
101214913	India					
8700903	Microbiology	yes	0.0	yes		
0374701	Medicine	yes	0.0	yes		
0373023	Medicine					
0374702	General Surgery					
0374702	Medicine					
0405376	Ophthalmology	yes	0.0	yes		
17540040R	Ophthalmology					
0374705	Otolaryngology					
7605903	Bacteriology					
7605903	Pathology					
7605904	Pathology	yes	0.0	yes		
0417442	Pediatrics	yes	12.0	yes		
0262422	Pharmacy					
7902477	Pharmacology	yes	0.0	yes		
0374707	Pharmacology					
0374707	Physiological Phenomena					
0400673	India	yes	0.0	yes		
0400673	Public Health	yes	0.0	yes		
0404431	Social Work					
0373026	General Surgery					
0373027	Tuberculosis	yes	12.0	yes	yes	yes
17540060R	Dermatology					
17540060R	Sexually Transmitted Diseases					
9705769	India					
9705769	Medicine					
0370752	Medicine					
2985062R	Pediatrics	yes	12.0	yes		
17540160R	Medicine					
0370753	Medicine					
0374710	Veterinary Medicine					
8401780	Medicine					
17540290R	Nursing					
17540320R	Pharmacy					
8507466	Cross Infection					
8507466	Sterilization					
17540450R	Psychology					
9423515	Air Pollution, Indoor	yes	12.0	yes	yes	yes
0370756	Dentistry					
17610210R	Medicine					
0370757	Medicine					
17610110R	Medicine					
1300712	Jaw Abnormalities					
1300712	Orthodontics					
9216871	Diagnosis, Computer-Assisted					
9216871	Diagnostic Imaging					
9216871	Image Processing, Computer-Assisted					
9705768	France					
9705768	Hospitals, Psychiatric					
9705768	Mental Disorders					
9705768	Psychiatry					
9421936	Sexually Transmitted Diseases					
100890607	Child Development	yes	24.0	yes	yes	yes
100890607	Child, Preschool	yes	24.0	yes	yes	yes
100890607	Infant	yes	24.0	yes	yes	yes
7806016	Child Behavior	yes	18.0	yes	yes	yes
7806016	Child Development	yes	18.0	yes	yes	yes
7806016	Infant	yes	18.0	yes	yes	yes
8007859	Child	yes	24.0	yes	yes	yes
8007859	Child Development	yes	24.0	yes	yes	yes
8007859	Child Psychiatry	yes	24.0	yes	yes	yes
8007859	Infant	yes	24.0	yes	yes	yes
8007859	Mental Health	yes	24.0	yes	yes	yes
8007859	Mental Health Services	yes	24.0	yes	yes	yes
0220203	Child Psychiatry					
0220203	Psychology, Child					
9209834	Communicable Diseases					
9209834	Infections					
9209834	Invertebrates					
9209834	Viruses					
8008357	Infection Control					
8008357	Infections					
8703508	Infection Control					
8011626	Infection Control					
8804099	Cross Infection	yes	0.0	yes	yes	yes
8804099	Epidemiology	yes	0.0	yes	yes	yes
8804099	Hospitals	yes	0.0	yes	yes	yes
8804099	Infection Control	yes	0.0	yes	yes	yes
8007156	Cross Infection					
7903304	Infection Control					
7903304	Urology					
101650235	Communicable Diseases	yes	12.0	yes	yes	yes
8804508	Communicable Diseases	yes	12.0	yes	yes	yes
101689703	Communicable Disease Control	yes	12.0	yes	yes	yes
101775152	Communicable Disease Control					
101775152	Communicable Diseases					
9318481	Communicable Diseases	yes	0.0	yes		
9318481	Genital Diseases, Female	yes	0.0	yes		
9318481	Pregnancy Complications	yes	0.0	yes		
101606645	Communicable Disease Control	yes	0.0	yes		
101606645	Communicable Diseases, Emerging	yes	0.0	yes		
101606645	Disease Outbreaks	yes	0.0	yes		
101606645	Healthcare Disparities	yes	0.0	yes		
101606645	Poverty	yes	0.0	yes		
101606645	Socioeconomic Factors	yes	0.0	yes		
101269158	Communicable Diseases	yes	6.0	yes	yes	yes
101269158	Drug Delivery Systems	yes	6.0	yes	yes	yes
101269158	Drug Design	yes	6.0	yes	yes	yes
101084138	Communicable Diseases	yes	0.0	yes		
101084138	Evolution, Molecular	yes	0.0	yes		
101084138	Molecular Epidemiology	yes	0.0	yes		
0246127	Immunity	yes	0.0	yes	yes	yes
0246127	Infections	yes	0.0	yes	yes	yes
0365307	Infections	yes	12.0	yes	yes	yes
9613961	Communicable Diseases					
9613961	Infections					
9613961	Virus Diseases					
8410629	Nursing					
8410629	Nursing Assistants					
0042116	Nursing					
0400674	Medicine					
0400674	Nursing					
0174016	Nursing					
9430795	Nursing					
9430795	Quebec					
0366542	Nursing					
7804334	Medicine					
101266886	Biopharmaceutics					
101266886	Chemistry, Pharmaceutical					
101266886	Drug Delivery Systems					
101266886	Hypersensitivity					
101266886	Inflammation					
9508162	Colitis, Ulcerative	yes	12.0	yes	yes	yes
9508162	Crohn Disease	yes	12.0	yes	yes	yes
9508162	Inflammatory Bowel Diseases	yes	12.0	yes	yes	yes
9508160	Inflammation	yes	12.0	yes	yes	yes
7600105	Inflammation	yes	12.0	yes	yes	yes
9112626	Anti-Inflammatory Agents	yes	12.0	yes	yes	yes
9112626	Inflammation	yes	12.0	yes	yes	yes
101304007	Influenza, Human	yes	0.0	yes		
101304007	Respiratory Tract Infections	yes	0.0	yes		
101304007	Virus Diseases	yes	0.0	yes		
9504687	Delivery of Health Care					
9504687	Medical Informatics					
101475011	Medical Informatics	yes	12.0	yes	yes	yes
101150138	Medical Informatics					
101150138	Primary Health Care					
17610250R	Wounds and Injuries					
8807312	Nursing					
7613112	Blood Transfusion					
7613112	Diet Therapy					
7613112	Infusions, Parenteral					
7613112	Parenteral Nutrition					
7705430	Blood Transfusion					
7705430	Diet Therapy					
7705430	Infusions, Parenteral					
7705430	Parenteral Nutrition					
9209406	Blood Transfusion					
9209406	Infusions, Parenteral					
9209406	Parenteral Nutrition					
7613113	Blood Transfusion					
7613113	Infusions, Parenteral					
7613113	Parenteral Nutrition					
9001943	Blood Transfusion					
9001943	Infusions, Parenteral					
9001943	Parenteral Nutrition					
8910739	Air Pollutants	yes	12.0	yes	yes	yes
8910739	Respiratory System	yes	12.0	yes	yes	yes
0320346	Air Pollution					
0320346	Dust					
0320346	Lung Diseases					
0320346	Respiratory Physiological Phenomena					
100941859	Consumer Product Safety					
100941859	Wounds and Injuries					
9510056	Accident Prevention	yes	0.0	yes	yes	yes
9510056	Adolescent	yes	0.0	yes	yes	yes
9510056	Child	yes	0.0	yes	yes	yes
9510056	Infant	yes	0.0	yes	yes	yes
9510056	Wounds and Injuries	yes	0.0	yes	yes	yes
0226040	Accidents	yes	12.0	yes	yes	yes
0226040	Wounds and Injuries	yes	12.0	yes	yes	yes
101469670	Endotoxins	yes	0.0	yes		
101469670	Immunity, Innate	yes	0.0	yes		
7503029	Community Mental Health Services					
101257528	Cardiovascular Surgical Procedures	yes	12.0	yes	yes	yes
101257528	Thoracic Surgical Procedures	yes	12.0	yes	yes	yes
0366543	Chemistry	yes	12.0	yes	yes	yes
0171671	Economics, Medical	yes	0.0	yes		
0171671	Insurance, Health	yes	0.0	yes		
9207282	Biochemistry	yes	12.0	yes	yes	yes
9207282	Insecta	yes	12.0	yes	yes	yes
9207282	Molecular Biology	yes	12.0	yes	yes	yes
9303579	Insecta	yes	12.0	yes	yes	yes
9303579	Molecular Biology	yes	12.0	yes	yes	yes
101266965	Entomology	yes	12.0	yes	yes	yes
101266965	Insecta	yes	12.0	yes	yes	yes
9111431	Eye Diseases					
9111431	Nursing					
9111431	Ophthalmology					
7507149	Orthopedics					
60020060R	General Surgery					
7806861	Neoplasms					
0370760	Anesthesiology	yes	12.0	yes	yes	yes
8402693	Blood Vessels	yes	12.0	yes		
8402693	Vascular Diseases	yes	12.0	yes		
0404561	Allergy and Immunology					
0404561	Hypersensitivity					
9211652	Allergy and Immunology	yes	0.0	yes	yes	yes
9211652	Hypersensitivity	yes	0.0	yes	yes	yes
7512135	Occupational Medicine					
0251374	Occupational Medicine					
7512134	Environmental Health	yes	12.0	yes	yes	yes
7512134	Occupational Medicine	yes	12.0	yes	yes	yes
101759159	Biomechanical Phenomena	yes	0.0	yes		
101158091	Urologic Diseases					
101251562	Breast Feeding	yes	0.0	yes		
101251562	Lactation	yes	0.0	yes		
8609061	Psychopharmacology	yes	12.0	yes	yes	yes
0374714	Dentistry	yes	0.0	yes		
2985068R	Public Health					
8710422	Disabled Persons					
8710422	Rehabilitation					
101472191	Emergency Medical Technicians	yes	12.0	yes	yes	yes
101472191	Emergency Nursing	yes	12.0	yes	yes	yes
101472191	Nursing Research	yes	12.0	yes	yes	yes
8004996	Endodontics	yes	12.0	yes	yes	yes
7907371	Abortion, Induced					
7907371	Contraception					
7907371	Family Planning Services					
7610494	Family Planning Services					
101550261	Hypersensitivity	yes	12.0	yes	yes	yes
101550261	Nasopharyngeal Diseases	yes	12.0	yes	yes	yes
101550261	Nose Diseases	yes	12.0	yes	yes	yes
101517095	Delivery of Health Care	yes	12.0	yes	yes	yes
101517095	Developing Countries	yes	12.0	yes	yes	yes
101517095	Public Health	yes	12.0	yes	yes	yes
101244240	Cardiology	yes				
101244240	Heart Diseases	yes				
9608372	History of Nursing					
8916182	Immunity	yes	12.0	yes	yes	yes
8916182	Immunity, Cellular	yes	12.0	yes	yes	yes
100965259	Allergy and Immunology	yes	12.0	yes	yes	yes
100965259	Cytokines	yes	12.0	yes	yes	yes
100965259	Immunity	yes	12.0	yes	yes	yes
100965259	Immunotherapy	yes	12.0	yes	yes	yes
100965259	Pharmacology	yes	12.0	yes	yes	yes
0123640	Substance-Related Disorders					
8506960	Adolescent	yes	12.0	yes	yes	yes
8506960	Adolescent Medicine	yes	12.0	yes	yes	yes
8506960	Health	yes	12.0	yes	yes	yes
8610335	Malocclusion					
8610335	Orthodontics					
8610335	Orthodontics, Corrective					
0370033	Aging	yes	0.0	yes	yes	yes
0370033	Geriatrics	yes	0.0	yes	yes	yes
17630130R	Air Pollution					
17630130R	Water Pollution					
17630240R	Alcoholism					
8000141	Genital Diseases, Male					
8000141	Genitalia, Male					
17630140R	Anesthesia					
9111860	Anti-Bacterial Agents	yes	12.0	yes	yes	yes
9111860	Anti-Infective Agents	yes	12.0	yes	yes	yes
0374715	Radioisotopes					
0374715	Radiology					
7802649	Artificial Organs	yes	0.0	yes	yes	yes
101140017	Hearing	yes	12.0	yes	yes	yes
101140017	Hearing Disorders	yes	12.0	yes	yes	yes
9421097	Behavioral Medicine	yes	12.0	yes		
9421097	Disease	yes	12.0	yes		
101217089	Diet	yes	0.0	yes		
101217089	Physical Fitness	yes	0.0	yes		
0250365	Biochemistry					
9508482	Biochemistry	yes	12.0	yes	yes	yes
9508482	Cell Biology	yes	12.0	yes	yes	yes
101253758	Computational Biology					
7909578	Macromolecular Substances	yes	12.0	yes	yes	yes
8712411	Antigens, Neoplasm	yes	0.0	yes		
8712411	Cell Transformation, Neoplastic	yes	0.0	yes		
8712411	Histocytochemistry	yes	0.0	yes		
8712411	Immunologic Techniques	yes	0.0	yes		
8712411	Receptors, Cell Surface	yes	0.0	yes		
8011123	Fetus					
8011123	Pregnancy					
8011123	Pregnancy Complications					
101235568	Biological Science Disciplines	yes	0.0	yes		
0252005	Biomedical Technology					
0252005	Computer-Assisted Instruction					
0374716	Adaptation, Physiological	yes	12.0	yes	yes	yes
0374716	Weather	yes	12.0	yes	yes	yes
101313850	Biometry	yes	12.0	yes	yes	yes
0042124	Neoplasms	yes	12.0	yes	yes	yes
8710267	Medical Oncology					
8600426	Angiocardiography					
8600426	Echocardiography					
8600426	Heart					
8600426	Magnetic Resonance Spectroscopy					
8600426	Radiography					
8600426	Radionuclide Imaging					
8200291	Cardiology	yes	12.0	yes	yes	yes
100969716	Diagnostic Imaging	yes	12.0	yes	yes	yes
100969716	Diagnostic Techniques, Cardiovascular	yes	12.0	yes	yes	yes
9815622	Cardiovascular Surgical Procedures					
8308172	Cell Differentiation					
8308172	Cell Division					
8308172	Clone Cells					
8308172	Hematopoietic Stem Cells					
101273481	Pulmonary Disease, Chronic Obstructive	yes	0.0	yes		
0367714	Biological Clocks					
0367714	Circadian Rhythm					
9713056	Antarctic Regions	yes	0.0	yes		
9713056	Arctic Regions	yes	0.0	yes		
9713056	Cold Climate	yes	0.0	yes		
9713056	Medicine	yes	0.0	yes		
0376166	Hypnosis	yes	12.0	yes	yes	yes
101480565	Pathology					
101480565	Pathology, Clinical					
9206491	Chemistry, Clinical					
9206491	Medicine					
9206491	Molecular Biology					
9206491	Research					
8601284	Computers					
8601284	Monitoring, Physiologic					
9616295	Neoplasms	yes	12.0	yes	yes	yes
101554912	Drug Therapy	yes	12.0	yes	yes	yes
101554912	Pharmaceutical Preparations	yes	12.0	yes	yes	yes
7505528	Drug Therapy					
7505528	Pharmacology					
7505528	Toxicology					
7505527	Biopharmaceutics					
7505527	Drug Therapy					
7505527	Pharmacology, Clinical					
8110183	Pharmacology					
9423309	Biopharmaceutics	yes				
9423309	Drug Therapy	yes				
9423309	Pharmacology, Clinical	yes				
8003415	Drug Therapy					
8003415	Pharmacology, Clinical					
8003415	Toxicology					
